"number","title","pageid","namespace","length","touched"
"12932","Lada_St._Edmund","38727988","","8010","20210511194458"
"12933","Leonard_Parker_(actor)","38751334","","5956","20200810021016"
"12934","Earl_Poole_Ball","38755463","","14521","20210412140605"
"12935","Glenn_Langan","38761637","","8435","20210419004805"
"12936","Paul_Sparks","38776993","","13434","20210428215338"
"12937","Erica_Rhodes","38799231","","6976","20210416174707"
"12938","Arlene_Rothlein","38824001","","5822","20210321172046"
"12939","Anita_Sharp-Bolster","38854128","","7942","20201213162111"
"12940","Alice_Gerstenberg","38872467","","10971","20210512043826"
"12941","Michael_Genet","38911662","","3352","20210405230304"
"12942","Freddie_Burke_Frederick","38926335","","1926","20190830034953"
"12943","Lori_March","38939596","","5696","20201121183557"
"12944","Hattie_Williams","38940124","","3327","20190828021142"
"12945","William_T._Kent","38941135","","2908","20200502111429"
"12946","Leonore_Harris","38941895","","2545","20210118074304"
"12947","Paul_Smith_(American_actor,_born_1929)","38942199","","20410","20210401045036"
"12948","Lassie_Lou_Ahern","38965776","","11892","20210511102407"
"12949","William_S._Yellow_Robe_Jr.","38965964","","9416","20210311162005"
"12950","Ernest_Glendinning","38994509","","2413","20200422175347"
"12951","Mary_Ryan_(actress)","38995896","","3717","20200316204726"
"12952","Julia_Hurley_(actress)","39004877","","5605","20210320005012"
"12953","Jennifer_Billingsley","39027625","","4288","20201020081553"
"12954","Chance_Kelly","39046832","","13649","20210510134850"
"12955","Crystal_R._Fox","39048828","","14693","20210321033532"
"12956","Jean_Sincere","39056471","","3238","20210421033259"
"12957","Elizabeth_Baur","39064037","","7882","20210326012349"
"12958","Carl_Steven","39106654","","9272","20210418204231"
"12959","José_Mojica","39121223","","23285","20210324211449"
"12960","Carolina_Cotton","39155322","","5086","20210307154727"
"12961","Jean_Engstrom","39161713","","28017","20210417011401"
"12962","Renie_Riano","39216650","","8778","20200920210939"
"12963","Joan_Valerie","39216786","","10530","20210422223135"
"12964","Grant_Richards","39216886","","4518","20210403022953"
"12965","Stephen_Bekassy","39216993","","5644","20210205004507"
"12966","Robert_Knapp_(actor)","39230039","","9653","20201224172241"
"12967","Peg_Hillias","39245265","","3918","20210503180558"
"12968","Timothy_Scott_(actor,_born_1955)","39263469","","2433","20200517012451"
"12969","Timothy_Scott_(actor,_born_1937)","39263853","","6242","20210423144536"
"12970","Bibi_Osterwald","39287063","","6833","20210305230159"
"12971","Zane_Buzby","39310306","","7012","20210410235903"
"12972","Violet_Romer","39320192","","3016","20210405074448"
"12973","Sam_Theard","39321054","","6432","20210119073809"
"12974","Janice_Kent","39341780","","3018","20190928084436"
"12975","Edna_Luby","39365088","","4376","20200727130420"
"12976","Mabel_Barrison","39381070","","3059","20210512000112"
"12977","Rodman_Law","39390886","","5949","20201116095518"
"12978","Davis_Roberts","39400645","","6723","20210318174616"
"12979","Jesse_Graves","39423104","","5183","20200909000651"
"12980","Carl_Princi","39427773","","3054","20200110165226"
"12981","Ed_Genung","39446606","","2933","20200603112849"
"12982","Iva_Withers","39446917","","9616","20210414071703"
"12983","Lillian_Kemble","39460120","","5039","20210226183807"
"12984","Ted_Quinn","39495954","","4957","20210309193210"
"12985","Helen_Talbot","39505799","","2208","20201021233104"
"12986","Effie_Ellsler","39506286","","9387","20201220013900"
"12987","John_Philliber","39515981","","1542","20200905041317"
"12988","Melissa_Ponzio","39527514","","8252","20210306221052"
"12989","Fred_McCarren","39536028","","6400","20210313202041"
"12990","June_Brewster","39554151","","1763","20210421033310"
"12991","Shirley_Chambers","39554272","","5813","20210421033639"
"12992","Jonathan_Farwell","39560946","","3985","20201125101035"
"12993","Sam_Ash_(actor)","39601173","","7635","20201123201836"
"12994","Jane_Seymour_(Canadian_actress)","39609342","","1824","20201122035517"
"12995","Reed_De_Rouen","39617994","","2348","20200803052849"
"12996","Fiske_O'Hara","39667239","","4145","20200119145209"
"12997","Evelyn_Greeley","39671582","","6250","20210503134516"
"12998","Kallie_Flynn_Childress","39674084","","3713","20201107144837"
"12999","Mary_Hartline","39690583","","8625","20210129142033"
"13000","Donald_Symington","39691090","","2486","20201127211712"
"13001","June_Squibb","39697979","","14025","20210420064722"
"13002","Noreen_Nash","39743848","","12861","20210402175737"
"13003","Jean_Porter","39750431","","11535","20200923120101"
"13004","Faye_Marlowe","39756200","","5333","20210409230547"
"13005","Tammy_Hansen_Grady","39777299","","6876","20210505062147"
"13006","Miriam_Battista","39789984","","13244","20210414071854"
"13007","Apesanahkwat","39790145","","4709","20210426053143"
"13008","Suzan_Crowley","39794907","","3720","20210403170645"
"13009","Monica_Lewis","39805448","","10009","20210416122421"
"13010","Pedro_Pascal","39818051","","28376","20210505021746"
"13011","Dorothy_Lovett","39825589","","5564","20200727125843"
"13012","Darcelle_XV","39840151","","8587","20210510100352"
"13013","Connie_Sawyer","39842080","","17784","20210316155042"
"13014","Paul_Jenkins_(actor)","39845005","","7227","20210313202155"
"13015","Scotty_Mattraw","39853865","","3566","20201116022942"
"13016","William_Cagney","39897351","","4081","20210315214259"
"13017","William_Lanteau","39898509","","4022","20210308055950"
"13018","Justin_Deeley","39910063","","4177","20200910175637"
"13019","Lottie_Briscoe","39943464","","13668","20210307171314"
"13020","Malcolm_Williams_(actor)","39968239","","3590","20210122030925"
"13021","Marion_Talley","40005945","","10398","20210325173005"
"13022","Doris_Nolan","40007512","","8494","20210504125910"
"13023","Michael_Harney","40016695","","12573","20210209232224"
"13024","Joe_Harris_(actor)","40032876","","4283","20200423163820"
"13025","Kimberly_Quinn_(actress)","40035155","","10532","20210413183708"
"13026","Otis_B._Thayer","40041316","","5224","20201217192000"
"13027","Kristine_Rose","40055565","","3232","20210418205734"
"13028","Adele_Ritchie","40056690","","18234","20210511235457"
"13029","James_O'Neill_(actor,_born_1863)","40063411","","2077","20210128222441"
"13030","Bart_Burns","40074002","","5494","20210323181948"
"13031","Jefferson_Osborne","40079468","","2114","20210509213745"
"13032","Jefferson_Machamer","40080284","","3992","20210109061621"
"13033","Louise_Gunning","40088836","","10583","20210512182550"
"13034","Maria_Howell","40091840","","6816","20210407005940"
"13035","Jordan_Christopher","40092260","","5078","20210211070007"
"13036","Basil_Wallace","40100841","","9881","20201119033854"
"13037","Elizabeth_Peña","40139332","","15723","20210504090853"
"13038","Peggy_Dow","40140074","","6976","20210109045711"
"13039","Nanette_Comstock","40141358","","9808","20210311231436"
"13040","John_Miles_(actor)","40151532","","2158","20210111154956"
"13041","Michael_Esper","40154893","","13808","20210512141818"
"13042","William_Wright_(actor)","40163951","","4510","20210411192329"
"13043","Mary_Young_(actress)","40170151","","6688","20201023171744"
"13044","Marcia_Van_Dresser","40170810","","4141","20210405051308"
"13045","Lulu_Glaser","40171468","","3033","20180421191445"
"13046","Howard_Kyle","40174154","","9748","20201210153443"
"13047","Polly_Rowles","40179883","","2992","20210511025425"
"13048","Melbourne_MacDowell","40182240","","5704","20210228144052"
"13049","Sallie_Fisher","40183516","","6122","20190620014034"
"13050","Irene_Bentley","40183763","","2815","20200711153600"
"13051","Jakob_\"Jackie\"_Gerlich","40184458","","8017","20210306171645"
"13052","Clarence_Chesterfield_Howerton","40199325","","23941","20210131035129"
"13053","David_Meunier","40202541","","7079","20210417181640"
"13054","Fawn_Silver","40209632","","2134","20210420124551"
"13055","Countess_Stoeffel","40221370","","4643","20200727120349"
"13056","Duncan_Watson","40226651","","2370","20210423071323"
"13057","Emcee_N.I.C.E.","40237919","","33065","20210429205012"
"13058","Dominic_Hoffman","40243830","","6930","20210501022127"
"13059","George_Brasno","40246153","","4475","20191226060744"
"13060","Ewing_Mitchell","40262548","","10766","20210213094846"
"13061","Olive_Brasno","40264940","","3931","20210425160954"
"13062","Barbara_Trentham","40272905","","5160","20201228030721"
"13063","Houseley_Stevenson","40279448","","15483","20210424212044"
"13064","Philip_Coolidge","40289483","","3701","20210412145912"
"13065","Dolores_Dorn","40290711","","7321","20210502013213"
"13066","Ricky_Kelman","40293207","","10373","20210301004019"
"13067","Edmund_MacDonald","40309662","","8511","20210324132247"
"13068","Russell_Wade","40349455","","8359","20210206215302"
"13069","Elen_Willard","40357578","","2873","20201112170245"
"13070","Eric_Nelsen","40367185","","13094","20210216131821"
"13071","Kim_O'Brien","40390554","","2651","20190124055924"
"13072","Kiki_Haynes","40408169","","5549","20210328025205"
"13073","Frank_Bacon_(actor)","40425104","","10491","20200606234839"
"13074","Knowl_Johnson","40433969","","1425","20190601014748"
"13075","Frank_H._Wilson","40440933","","4823","20201108111209"
"13076","George_Gaul","40441194","","2488","20180420195458"
"13077","Mary_Morris_(American_actress)","40441557","","2278","20180817015043"
"13078","Mary_Servoss","40441767","","4714","20210420052831"
"13079","Cheryl_Pollak","40442276","","4702","20210414180812"
"13080","Jerome_Bonaparte_\"Blackjack\"_Ward","40442704","","4268","20201215224825"
"13081","Fred_Burns_(actor)","40445055","","4127","20210310105754"
"13082","Evelyn_Ellis","40464646","","8235","20210305154906"
"13083","Alice_Fischer_(actress)","40465506","","2359","20201002014948"
"13084","Mildred_Holland","40465718","","3476","20210301215454"
"13085","Chick_Vennera","40479777","","3992","20210423013433"
"13086","Nicki_Rapp","40490488","","5389","20210415202135"
"13087","Ron_Cephas_Jones","40491882","","12553","20210427225815"
"13088","Ruth_Nelson_(actress)","40495311","","8213","20210511104804"
"13089","Renée_Lippin","40507021","","2654","20190602020125"
"13090","Brent_Jennings","40519523","","5704","20210407131212"
"13091","Mitzi_Mayfair","40563242","","5952","20210420175809"
"13092","Teddy_Eccles","40570161","","4321","20210301014830"
"13093","Steve_Sanders_(musician)","40574341","","6319","20210319162145"
"13094","Jack_Luden","40584191","","4567","20210429030452"
"13095","Gordon_De_Main","40584851","","10163","20210428155716"
"13096","Louise_Allbritton","40597834","","6717","20210412000204"
"13097","Sidney_Skolsky","40604754","","8342","20210502175110"
"13098","Paulene_Myers","40612001","","5449","20210508232513"
"13099","Max_Figman","40623565","","411","20191220035256"
"13100","Lolita_Robertson","40623569","","367","20200420205541"
"13101","Marc_Hayashi","40625458","","1160","20201215183114"
"13102","Henry_Stram","40648799","","12639","20201218103622"
"13103","Howard_Brothers","40649691","","19306","20210507161129"
"13104","Hoon_Lee","40652742","","8712","20210508232019"
"13105","Rudy_Bowman","40653982","","1847","20210320080448"
"13106","Wyatt_Russell","40674686","","14346","20210509140201"
"13107","Sam_Scarber","40684565","","6345","20210131225724"
"13108","Leigh_Whipper","40709917","","5145","20201208221709"
"13109","Robert_Osterloh","40714772","","9178","20210418211147"
"13110","Anthony_Holland_(actor)","40772890","","4519","20210107061029"
"13111","Ron_Roy_(producer)","40810028","","36001","20210414003642"
"13112","Michelle_Hurst","40827618","","8369","20210404140245"
"13113","Claire_Kelly","40830318","","7316","20210305191731"
"13114","Ravil_Isyanov","40858291","","6689","20210508232519"
"13115","Anthony_Peck","40867197","","3191","20210409080037"
"13116","Jonathan_Kaufer","40904729","","13274","20210113213718"
"13117","Joseph_Sikora","40911404","","13866","20210505205119"
"13118","Anne_Bobby","40916638","","9819","20210426033812"
"13119","Henry_Woodruff","40917673","","3138","20191102234016"
"13120","Frank_Losee","40918936","","5472","20210403160019"
"13121","Nathan_Pelle","40951562","","3051","20201008075857"
"13122","Dukey_Flyswatter","40969103","","16728","20210418121916"
"13123","Michael_Whalen_(actor)","40981918","","3536","20210218004301"
"13124","Tao_Porchon-Lynch","40991412","","16560","20210416172847"
"13125","Ele_Keats","41003265","","12187","20210311185628"
"13126","Ty_Granderson_Jones","41023431","","3713","20210222155031"
"13127","Carol_Adams_(actress)","41058072","","3846","20210421033152"
"13128","Bruce_Guerin","41070092","","3031","20190816194431"
"13129","Mary_Carver","41076980","","5210","20210428024236"
"13130","Thomas_N._Heffron","41077164","","3340","20210131221037"
"13131","Ken_Thorley","41077657","","2579","20210409084123"
"13132","Marilyn_Knowlden","41082256","","22938","20210301234352"
"13133","Cora_Sue_Collins","41087972","","9331","20210421222649"
"13134","Ann_E._Todd","41093436","","8975","20210306211229"
"13135","John_Voldstad","41093539","","4153","20201025233239"
"13136","Juliana_Harkavy","41105951","","11833","20210429183313"
"13137","Ruth_Brinkmann","41115638","","9446","20201016174326"
"13138","James_C._Leary","41120048","","1863","20210401053200"
"13139","Danny_Vinson","41132605","","1737","20210423030229"
"13140","Catherine_Ann_Jones","41134905","","4304","20210428013405"
"13141","Elaine_Riley","41141970","","6981","20210216224951"
"13142","Donna_Martell","41151168","","8952","20210511000713"
"13143","Claude_Cooper_(actor)","41152432","","6205","20190926195244"
"13144","Caren_Marsh_Doll","41158054","","10290","20210406013451"
"13145","Tim_de_Zarn","41160038","","8490","20210407222316"
"13146","Claudia_Barrett","41198822","","6878","20210509021322"
"13147","Kevin_Page_(actor)","41220884","","5897","20210425115337"
"13148","Galyn_Görg","41221352","","11871","20210410194620"
"13149","William_Bassett_(actor)","41238694","","15298","20210507233609"
"13150","Christopher_Evan_Welch","41255877","","11909","20210409235403"
"13151","Traci_Wolfe","41257872","","3958","20210404182422"
"13152","Martin_West_(actor)","41276975","","4966","20210206145838"
"13153","Constance_Shulman","41281278","","7777","20210331015603"
"13154","Charles_H._Gray","41292379","","3925","20200624020227"
"13155","Russell_Collins","41300798","","8433","20200321231125"
"13156","Kate_Williamson","41304743","","3314","20201211170504"
"13157","Malcolm_Danare","41308025","","4659","20200910175655"
"13158","William_Challee","41309346","","10584","20210218010429"
"13159","Ronald_Hunter","41325402","","3893","20200910180811"
"13160","John_Dennis_Johnston","41334020","","7015","20210411124855"
"13161","Mike_Dusi","41360781","","3233","20210422145221"
"13162","Ashley_Holliday","41366633","","6865","20210210143037"
"13163","Onzy_Matthews","41377269","","26582","20201119160301"
"13164","William_Corson","41379056","","2561","20200507115507"
"13165","Katherine_Grant","41379551","","9853","20201218001149"
"13166","Louis_Waldon","41380155","","3749","20200214150202"
"13167","Donald_Stewart_(actor)","41399052","","4196","20200731131626"
"13168","Lincoln_Maazel","41414324","","3063","20210506225259"
"13169","Robert_Milli","41428331","","3021","20200312143908"
"13170","Lady_Rowlands","41436115","","3558","20210414071303"
"13171","Joanna_P._Adler","41449965","","8054","20210511115043"
"13172","John_Bedford_Lloyd","41455837","","7011","20210409120636"
"13173","Jo_Champa","41475593","","5320","20210414235145"
"13174","Ed_Setrakian","41500049","","2376","20210419203740"
"13175","Herb_Butterfield","41515298","","4508","20200303074912"
"13176","Michael_Raffetto","41520538","","14037","20210112082417"
"13177","Lee_Kinsolving","41524508","","4189","20201211030723"
"13178","Marie_Jansen","41525411","","14000","20210505202851"
"13179","Johanna_Day","41536143","","7315","20201012132813"
"13180","Reg_Rogers","41538647","","9556","20210419000029"
"13181","Chase_Parker","41538666","","3325","20210413162351"
"13182","Matthew_Laurance","41547763","","5477","20210409085358"
"13183","Carmen_Mathews","41560661","","5779","20210421033150"
"13184","Peggy_Pearce","41580640","","2440","20210402072449"
"13185","Ashley_Gorrell","41596691","","1919","20210426041301"
"13186","Barbara_Rosenblat","41622671","","9887","20210512014617"
"13187","Billy_Gilbert_(silent_film_actor)","41623677","","2645","20190720155112"
"13188","Chrysta_Bell","41626112","","19570","20210504141640"
"13189","John_Brent_(comedian)","41628234","","2709","20210318214154"
"13190","William_Holmes_(actor)","41636625","","3333","20201212150920"
"13191","Perlita_Greco","41646177","","1634","20210414072526"
"13192","Michael_Raynor_(actor)","41653282","","16044","20210311150523"
"13193","Carl_Gilliard","41664759","","1546","20210406005912"
"13194","Tara_Correa-McMullen","41665055","","5934","20210331170538"
"13195","Robert_F._Lyons_(actor)","41674178","","5651","20210425214225"
"13196","Larry_Tucker_(screenwriter)","41679679","","3731","20201218045103"
"13197","Damian_O'Flynn","41726586","","7322","20210414084006"
"13198","Wright_King","41737867","","7868","20210218012311"
"13199","Guy_Wilson_(actor)","41754489","","7440","20210423115222"
"13200","Douglas_Evans_(actor)","41764119","","9504","20200211031239"
"13201","Antonino_Paone","41767795","","2694","20210414090755"
"13202","Susan_Kingsley","41805832","","2262","20201230010353"
"13203","Beverly_Grant_(actress)","41812860","","6779","20210305232350"
"13204","Emily_Dole","41815527","","8092","20201102073740"
"13205","Carla_Balenda","41825780","","4310","20210427211710"
"13206","Burt_Boyar","41832739","","7664","20210112083434"
"13207","Sharon_Hugueny","41834837","","20927","20210322181741"
"13208","Paul_E._Burns","41842421","","2359","20200303065752"
"13209","Debo_Adegbile","41863655","","11627","20210303164555"
"13210","Edmund_Burns","41912410","","5132","20210408112033"
"13211","Bobby_Astyr","41927397","","4596","20210327001944"
"13212","Harlow_Wilcox_(announcer)","41961724","","8641","20201115223046"
"13213","Ed_Wolff_(actor)","41963986","","2236","20200912193909"
"13214","Amelita_Ward","41978217","","4394","20200727004001"
"13215","Ebbe_Roe_Smith","41984088","","3034","20210421101222"
"13216","Amy_Stoch","41986048","","7577","20210409075925"
"13217","George_Lynn_(actor)","41986568","","12283","20210504014650"
"13218","Paul_Sparer","41996553","","2295","20210131153146"
"13219","Rosina_Galli_(actress)","42025700","","7275","20210319195755"
"13220","Hale_Hamilton","42035550","","7045","20210319072905"
"13221","Frederic_De_Belleville","42037021","","4869","20200712003428"
"13222","Sharon_Lynn","42037538","","5659","20210219214539"
"13223","William_Elliott_(actor,_born_1879)","42038223","","2231","20210420070800"
"13224","Hal_Reid_(actor)","42039687","","5455","20210512233248"
"13225","Robert_L._Downing","42040142","","2421","20180814134735"
"13226","Alanna_Masterson","42040767","","8616","20210318000726"
"13227","Marki_Bey","42056721","","3117","20200718062452"
"13228","George_Shibata","42060793","","19524","20210319183629"
"13229","Ralph_Manza","42061008","","19967","20210414090409"
"13230","Ruth_Elder","42076265","","6875","20210226203749"
"13231","Pauline_Wagner","42076721","","2998","20210421032944"
"13232","Dorothy_Morrison_(actress)","42081040","","2514","20210421033201"
"13233","Don_Marion_Davis","42082137","","7701","20210420160311"
"13234","Rosella_Towne","42089875","","5918","20210421033416"
"13235","Cameron_Deane_Stewart","42106463","","4399","20210422020945"
"13236","Michael_Chapin","42110356","","3858","20200908202353"
"13237","Gloria_Warren","42129999","","6532","20210227174446"
"13238","Barbara_Perry_(actress)","42130465","","13130","20210504183630"
"13239","Marcy_McGuire","42131077","","4478","20210410042917"
"13240","Curtis_McClarin","42138485","","4319","20210510004613"
"13241","Ada_Leonard","42139969","","5493","20210414032056"
"13242","Maria_Palmer","42145504","","6804","20210406005653"
"13243","Anita_Thompson_Dickinson_Reynolds","42165664","","5767","20210502175110"
"13244","Otto_Hulett","42176340","","1405","20200401051509"
"13245","Jeff_Phillips_(trainer)","42197785","","4546","20200405223429"
"13246","Victor_Mohica","42205049","","3158","20210202032616"
"13247","Betty_Buehler","42210918","","2048","20200711184810"
"13248","Matt_Crowley","42212125","","4568","20200608080704"
"13249","Pat_Healy_(actor)","42212402","","8873","20210420081701"
"13250","Molly_McClure","42213098","","2810","20210409085646"
"13251","Howland_Chamberlain","42222567","","4046","20210509002320"
"13252","Beatrice_Pearson","42225204","","2859","20210417214534"
"13253","Tito_Vuolo","42226603","","5933","20191113201652"
"13254","Bill_Chott","42227601","","4809","20210309044907"
"13255","Wilton_Graff","42229217","","10255","20210419173519"
"13256","Maximiliano_Hernández","42236689","","9661","20210510050619"
"13257","Riley_Hatch","42274587","","3892","20210406205732"
"13258","Marta_Labarr","42331625","","2636","20210405201916"
"13259","Tony_Marvin","42345340","","12823","20210311211641"
"13260","Sharmila_Devar","42347979","","3955","20200917120551"
"13261","True_Eames_Boardman","42349111","","4037","20200815012051"
"13262","Kay_Sutton","42354820","","6094","20210325033634"
"13263","Milana_Vayntrub","42356108","","15743","20210508024357"
"13264","Harry_Conor","42359985","","5668","20180808032234"
"13265","Walter_E._Perkins","42362651","","7866","20210107074921"
"13266","Andrew_J._West","42370971","","7213","20210423090348"
"13267","Deana_Martin","42380453","","18229","20210414072909"
"13268","Chester_M._Franklin","42395378","","3636","20210411210200"
"13269","Guy_Bates_Post","42396655","","9553","20210313133437"
"13270","George_Bookasta","42406675","","2597","20200809194427"
"13271","Janice_Logan","42414033","","4778","20210214230402"
"13272","Bill_Cable","42431501","","11281","20210219202449"
"13273","Robert_Viharo","42434693","","6383","20210423022905"
"13274","Joseph_Culp","42434729","","6388","20210403150949"
"13275","Jack_Cameron_(actor)","42447520","","11911","20210414031924"
"13276","Gil_Lamb","42458153","","3126","20210409094253"
"13277","Milton_Parsons","42458222","","10087","20210410101230"
"13278","Harry_Fleer","42458272","","4018","20210409082915"
"13279","Don_Reynolds_(actor)","42464072","","3932","20191125191506"
"13280","John_Daniels_(actor)","42471940","","5304","20210409083746"
"13281","Dyanne_DiRosario","42500040","","2473","20210505091954"
"13282","George_Tyne","42507446","","9913","20200817070657"
"13283","Victor_Rendina","42509429","","2274","20210414090949"
"13284","Selma_Archerd","42518192","","1772","20210428002504"
"13285","Ming_Chen","42535189","","11497","20201115233934"
"13286","Gloria_Saunders","42536167","","8279","20201129211445"
"13287","Carol_Hughes_(actress)","42545729","","11483","20210305193714"
"13288","Norman_D._Wilson_(actor)","42557606","","2167","20200912195522"
"13289","Jennifer_Mudge","42560216","","2774","20210411110532"
"13290","Harry_Clifton_(actor)","42569200","","1862","20201105180217"
"13291","Jeffrey_Vincent_Parise","42571853","","12832","20210223161451"
"13292","Geraldine_Court","42575277","","2740","20210219225527"
"13293","Lois_Weaver","42582253","","9605","20210428023335"
"13294","Frances_Grant","42583453","","4727","20210215041535"
"13295","Mart_McChesney","42584546","","1216","20210416054616"
"13296","Sarah_Truax","42585453","","16485","20201124135814"
"13297","Carl_Crew","42585773","","12765","20210317151519"
"13298","Olivia_Birkelund","42600606","","3975","20210120182414"
"13299","Robert_Elliott_(actor,_born_1944)","42621167","","1660","20210409091011"
"13300","Rose_Beaudet","42629603","","3714","20210411235134"
"13301","Kimberly_Hébert_Gregory","42630439","","10084","20210425142938"
"13302","Jane_Peyton","42635036","","10854","20200122193556"
"13303","Wilfrid_North","42636229","","19165","20210409094306"
"13304","Jigee_Viertel","42637744","","3694","20201227224451"
"13305","Nina_Vale","42642352","","4023","20181212101908"
"13306","Rosalind_Marquis","42645476","","2082","20210421033415"
"13307","Rosina_Fernhoff","42646207","","6059","20200213031807"
"13308","Keith_Christopher","42650086","","7287","20210130212106"
"13309","Doris_Merrick","42660118","","5023","20210219204208"
"13310","Raymond_Greenleaf","42665099","","7627","20200930214900"
"13311","Ralph_Dumke","42665481","","8324","20210423162715"
"13312","Grandon_Rhodes","42665729","","11600","20210326163200"
"13313","Ruth_Lee","42665859","","7037","20210411224450"
"13314","Mario_Jackson","42668648","","1467","20210317143255"
"13315","James_Monroe_Iglehart","42685234","","12731","20210423135507"
"13316","William_Tannen","42694161","","21715","20210202005706"
"13317","George_Givot","42705223","","18854","20210118213650"
"13318","Ivy_Troutman","42706069","","10606","20210401132959"
"13319","Lela_Bliss","42716881","","3841","20210106044153"
"13320","Mari_Aldon","42743151","","5756","20210405121856"
"13321","Grant_Forsberg","42757616","","1998","20190104065302"
"13322","Rico_Alaniz","42767819","","7942","20210404221920"
"13323","Hamilton_MacFadden","42768033","","6134","20200803054201"
"13324","Jimmy_Noel","42773781","","3283","20210218005434"
"13325","Billy_McClain","42804673","","19723","20210412160201"
"13326","Willie_C._Carpenter","42805372","","9639","20210508220003"
"13327","David_Joyner_(actor)","42809955","","10252","20210119065542"
"13328","Bianca_Hunter","42843264","","4540","20210309091620"
"13329","Steve_Darrell","42845194","","3583","20200306003920"
"13330","Beverly_Long_(actress)","42860763","","2075","20210502194616"
"13331","Beulah_Poynter","42865904","","19283","20200420205541"
"13332","Mason_Lee","42874162","","4475","20210309021304"
"13333","Nan_Halperin","42879283","","8950","20210301234042"
"13334","Katharine_Balfour","42893831","","5036","20210405104827"
"13335","Steve_Terrell","42896710","","1543","20210221082548"
"13336","Mark_Forest","42897122","","3440","20201226195446"
"13337","Andrea_Navedo","42900048","","13297","20210418044855"
"13338","Trevor_Eyster","42902118","","9247","20210315182741"
"13339","Peggy_Shaw","42935948","","7340","20210107150828"
"13340","Arnold_Kent","42943651","","2618","20210127205547"
"13341","Lena_Hall","42949117","","40170","20210331235327"
"13342","Thurlow_Bergen","42955812","","4218","20200322011825"
"13343","Charles_A._Bigelow","42965653","","2281","20210404061304"
"13344","William_Blaisdell","42967441","","2172","20200424134513"
"13345","Phoebe_Foster","42975826","","5927","20210104024156"
"13346","Raymond_Severn","42985098","","2665","20210429061414"
"13347","Vera_Michelena","42986586","","16705","20210104134543"
"13348","Anna_Berger_(actress)","42990720","","4932","20210312033633"
"13349","Larry_Roberts_(actor)","42996091","","5985","20210222033845"
"13350","Christina_McNulty","43006767","","1851","20200727113445"
"13351","Lew_Bloom","43009633","","19164","20210421220115"
"13352","Helen_Craig_(actress)","43010944","","5347","20200213190504"
"13353","Dick_Joy","43011652","","8643","20210112085839"
"13354","Maurice_Woods","43012044","","1851","20200912194349"
"13355","Selenis_Leyva","43015393","","12219","20210513025312"
"13356","Jonathan_Dickson","43018937","","5151","20200212015046"
"13357","Bette_Henritze","43023478","","8186","20200921111029"
"13358","Peggy_Miley","43033575","","7341","20210410095044"
"13359","Ralph_Peduto","43037969","","5424","20210414090815"
"13360","Charles_C._Wilson_(actor)","43044554","","20094","20210412160204"
"13361","Harp_McGuire","43047832","","2001","20200127202527"
"13362","Chris_Browning","43068006","","7785","20210324031338"
"13363","Danny_McNulty","43070986","","1711","20210410053109"
"13364","Bigelow_Cooper","43100522","","3544","20210113010955"
"13365","Hans_Bachmann","43110462","","16414","20210403131928"
"13366","Rudy_Ramos","43113423","","2612","20201207101528"
"13367","Maurice_Moscovich","43124664","","3654","20210414093722"
"13368","Arthur_Pierson_(director)","43144212","","3720","20210409080137"
"13369","Justin_Carmack","43153111","","1861","20180418170814"
"13370","Lee_Richardson_(actor)","43163638","","2828","20210218020735"
"13371","Jack_Perkins_(actor)","43172789","","4962","20210329084849"
"13372","Leone_Lane","43175412","","1710","20200401182802"
"13373","Lucio_Fernandez","43179018","","34674","20210409085038"
"13374","Erich_Bergen","43184381","","3871","20210414042339"
"13375","Lin_Tucci","43223977","","3774","20210422203751"
"13376","Brianne_Siddall","43231226","","39904","20210103044451"
"13377","Eugène_Daignault","43232518","","2209","20200208221601"
"13378","Juliette_Jeffers","43237563","","10994","20210312233221"
"13379","Mark_Hsu_Syers","43260708","","3153","20210312163515"
"13380","Peter_Hooten","43271015","","4452","20210407022835"
"13381","J._D._Evermore","43302730","","8379","20210508110551"
"13382","Kate_Jennings_Grant","43352935","","8983","20210403054615"
"13383","Sheila_Dabney","43392622","","7050","20200324010849"
"13384","Ned_Luke","43399223","","8887","20210406184112"
"13385","Beatrice_Colen","43405894","","7758","20210302022933"
"13386","Peter_Marquardt","43410082","","2966","20210423051102"
"13387","Jeff_Blynn","43411414","","2528","20210309090000"
"13388","Jillian_Bach","43434184","","5134","20210430004941"
"13389","Sean_Carrigan","43439187","","8129","20210425104745"
"13390","Kat_Green","43441512","","2997","20200502002324"
"13391","Ridge_Bond","43442936","","5033","20201221233059"
"13392","Alma_Lloyd","43445343","","18888","20210411183501"
"13393","Adam_Zolotin","43457584","","3567","20210423203042"
"13394","Jim_Pirri","43459240","","10916","20210511134846"
"13395","Rita_La_Roy","43459854","","7934","20201208085957"
"13396","Clegg_Hoyt","43473423","","9025","20210413234432"
"13397","Stephen_Full","43476961","","3803","20210420163112"
"13398","Danny_Murphy_(American_actor)","43509571","","2366","20200409173730"
"13399","Jessie_Bonstelle","43535992","","16842","20201128153608"
"13400","Brette_Taylor","43539172","","6176","20201112094938"
"13401","Lugene_Sanders","43542072","","6725","20200414101328"
"13402","Libby_Villari","43542790","","7739","20210125161452"
"13403","Kevin_O'Connor_(actor,_born_1938)","43549267","","1424","20210510053812"
"13404","Robbie_Daymond","43553853","","40754","20210507230021"
